Kanji,Heisig Keyword,English Meaning,stroke count,Heisig RTK Index,RTK2 Index,2k1KO Index,Opt Vocab Sort Index,Kanji Learner Course Index,KanKen (Jun1=1.5) (Jun2=2.5),Freq.,Number (KANJIDIC),JIS,Kana,Joyo ON (* = not common),Joyo On (Kanji),Joyo On (Kana),Joyo Kun (Kanji),Joyo Kun (Kana),Primitive look-up data.,Japan Primitive Look-up,Joyo Kun (* = not common),All Kana,2k1KO Book
惶,,fear ,12,,,,3872,,1,,3738,5835,コウ    おそ.れる    ,,,,,,,,,コウ    おそ.れる    ,
惷,,"confusion, foolish ",13,,,,3873,,1,,3739,5836,シュン    ,,,,,,,,,シュン    ,
愀,,respect ,12,,,,3874,,1,,3740,5837,シュウ    ショウ    ,,,,,,,,,シュウ    ショウ    ,
惴,,"fear, be afraid ",12,,,,3875,,1,,3741,5838,ズイ    スイ    おそ.れる    ,,,,,,,,,ズイ    スイ    おそ.れる    ,
惺,,realize ,12,,,,3876,,1,9999,3742,5839,セイ    さと.る    ,,,,,,,,,セイ    さと.る    ,
愃,,"abundant, generous ",12,,,,3877,,1,,3743,583A,ケン    カン    ,,,,,,,,,ケン    カン    ,
愡,,"meaningless, foot race ",12,,,,3878,,1,,3744,583B,ソウ    ,,,,,,,,,ソウ    ,
惻,,be sad ,12,,,,3879,,1,,3745,583C,ソク    ショク    いた.む    ,,,,,,,,,ソク    ショク    いた.む    ,
惱,,"angered, filled with hate ",12,,,,3880,,1,,3746,583D,ノウ    なや.む    なや.ます    なや.ましい    なやみ    ,,,,,,,,,ノウ    なや.む    なや.ます    なや.ましい    なやみ    ,
愍,,"pity, mercy, compassion ",13,,,,3881,,1,,3747,583E,ビン    ミン    あわ.れむ    ,,,,,,,,,ビン    ミン    あわ.れむ    ,
愎,,"go against, disobey ",12,,,,3882,,1,,3748,583F,フク    ヒョク    もと.る    ,,,,,,,,,フク    ヒョク    もと.る    ,
慇,,courtesy ,14,,,,3883,,1,3331,3749,5840,イン    ,,,,,,,,,イン    ,
愾,,"anger, breathlessness ",13,,,,3884,,1,,3750,5841,ガイ    キ    ケ    キツ    ためいき    ,,,,,,,,,ガイ    キ    ケ    キツ    ためいき    ,
愨,,"respectful, sincerely ",14,,,,3885,,1,,3751,5842,カク    つつし.む    まこと    ,,,,,,,,,カク    つつし.む    まこと    ,
愧,,"feel ashamed, shy ",13,,,,3886,,1,,3752,5843,キ    はじ.る    はじ.らう    はずかし.める    とが.める    ,,,,,,,,,キ    はじ.る    はじ.らう    はずかし.める    とが.める    ,
慊,,satisfaction ,13,,,,3887,,1,,3753,5844,ケン    キョウ    あきたりる    うら.む    ,,,,,,,,,ケン    キョウ    あきたりる    うら.む    ,
愿,,"respectful, honest ",14,,,,3888,,1,,3754,5845,ゲン    つつし.む    ,,,,,,,,,ゲン    つつし.む    ,
愼,,"care, chastity ",13,,,,3889,,1,,3755,5846,シン    つつし.む    つつし.み    ,,,,,,,,,シン    つつし.む    つつし.み    ,
愬,,complain of ,14,,,,3890,,1,,3756,5847,ソ    サク    うった.える    ,,,,,,,,,ソ    サク    うった.える    ,
愴,,"sad, pathetic ",13,,,,3891,,1,,3757,5848,ソウ    いたま.しい    いた.む    ,,,,,,,,,ソウ    いたま.しい    いた.む    ,
愽,,grieving ,13,,,,3892,,1,,3758,5849,タン    ,,,,,,,,,タン    ,
慂,,"direct, advise ",14,,,,3893,,1,,3759,584A,ヨウ    すす.む    すす.める    ,,,,,,,,,ヨウ    すす.む    すす.める    ,
慄,,fear ,13,,,,3894,,1,2496,3760,584B,リツ    ふる.える    おそ.れる    おのの.く    ,リツ,,,,,,,,リツ    ふる.える    おそ.れる    おのの.く    ,
慳,,"regret, stinginess ",15,,,,3895,,1,,3761,584C,ケン    カン    おし.む    ,,,,,,,,,ケン    カン    おし.む    ,
慷,,"weep, grieve ",14,,,,3896,,1,,3762,584D,コウ    ,,,,,,,,,コウ    ,
慘,,"sad, pitiful, wretched, cruel ",14,,,,3897,,1,,3763,584E,サン    みじ.め    いた.む    むご.い    ,,,,,,,,,サン    みじ.め    いた.む    むご.い    ,
慙,,"ashamed, humiliated, shameful ",15,,,,3898,,1,,3764,584F,ザン    はじ    はじ.る    ,,,,,,,,,ザン    はじ    はじ.る    ,
慚,,feel ashamed ,14,,,,3899,,1,,3765,5850,ザン    はじ    はじ.る    ,,,,,,,,,ザン    はじ    はじ.る    ,
慫,,"advise, persuade ",15,,,,3900,,1,,3766,5851,ショウ    すす.める    ,,,,,,,,,ショウ    すす.める    ,
慴,,"fear, threaten ",14,,,,3901,,1,,3767,5852,シュウ    ショウ    おそ.れる    ,,,,,,,,,シュウ    ショウ    おそ.れる    ,
慯,,"be sad, grieve ",14,,,,3902,,1,,3768,5853,ショウ    ,,,,,,,,,ショウ    ,
慥,,"certainly, doubtless ",14,,,,3903,,1,,3769,5854,ゾウ    たし.かに    ,,,,,,,,,ゾウ    たし.かに    ,
慱,,grieving ,14,,,,3904,,1,,3770,5855,タン    ,,,,,,,,,タン    ,
慟,,"be sad, grieve ",14,,,,3905,,1,,3771,5856,ドウ    トウ    なげ.く    ,,,,,,,,,ドウ    トウ    なげ.く    ,
慝,,"bad, evil, disaster ",14,,,,3906,,1,,3772,5857,トク    わる.い    ,,,,,,,,,トク    わる.い    ,
慓,,"fast, quick ",14,,,,3907,,1,,3773,5858,ヒョウ    ,,,,,,,,,ヒョウ    ,
慵,,languid ,14,,,,3908,,1,,3774,5859,ヨウ    ショウ    ものうい    ,,,,,,,,,ヨウ    ショウ    ものうい    ,
憙,,"rejoice, like, prefer, exclamation ",16,,,,3909,,1,,3775,585A,キ    よろこ.ぶ    ああ    この.む    ,,,,,,,,,キ    よろこ.ぶ    ああ    この.む    ,
憖,,thoughtlessly ,16,,,,3910,,1,,3776,585B,ギン    キン    なまじ.い    ,,,,,,,,,ギン    キン    なまじ.い    ,
憇,,"rest, take rest ",15,,,,3911,,1,,3777,585C,ケイ    いこ.い    いこ.う    ,,,,,,,,,ケイ    いこ.い    いこ.う    ,
憬,,"yearn for, aspire to, admire ",15,,,,3912,,1,9999,3778,585D,ケイ    あこが.れる    ,ケイ,,,,,,,,ケイ    あこが.れる    ,
憔,,get thin ,15,,,,3913,,1,9999,3779,585E,ショウ    セウ    ソウ    やつ.れる    やせ.る    ,,,,,,,,,ショウ    セウ    ソウ    やつ.れる    やせ.る    ,
憚,,"hesitate, shrink, awe ",15,,,,3914,,1,2927,3780,585F,タン    タ    はばか.る    ,タン,,,憚る,はばか.る,,,はばか-る,タン    タ    はばか.る    ,
憊,,fatigue ,16,,,,3915,,1,,3781,5860,ハイ    ヘイ    つか.れる    ,,,,,,,,,ハイ    ヘイ    つか.れる    ,
憫,,"anxiety, mercy ",15,,,,3916,,1,,3783,5862,ビン    ミン    あわれ.む    うれ.える    ,,,,,,,,,ビン    ミン    あわれ.む    うれ.える    ,
憮,,disappointment ,15,,,,3917,,1,3059,3784,5863,ブ    コ    いつくし.む    ,,,,,,,,,ブ    コ    いつくし.む    ,
懌,,rejoice ,16,,,,3918,,1,,3785,5864,エキ    よろこ.ぶ    ,,,,,,,,,エキ    よろこ.ぶ    ,
懊,,"in distress, provoking, irritating, impatient, vexed ",16,,,,3919,,1,,3786,5865,オウ    じれった.い    なや.む    ,,,,,,,,,オウ    じれった.い    なや.む    ,
應,,"answer, yes, OK, reply, accept ",17,,,,3920,,1,,3787,5866,オウ    ヨウ    あた.る    まさに    こた.える    ,,,,,,,,,オウ    ヨウ    あた.る    まさに    こた.える    ,
懷,,"pocket, feelings, heart, yearn, miss someone, become attached to, bosom, breast ",19,,,,3921,,1,,3788,5867,カイ    エ    ふところ    なつ.かしい    なつ.かしむ    なつ.く    なつ.ける    いだ.く    おも.う    ,,,,,,,,,カイ    エ    ふところ    なつ.かしい    なつ.かしむ    なつ.く    なつ.ける    いだ.く    おも.う    ,
懈,,laziness ,16,,,,3922,,1,,3789,5868,ケ    カイ    たわ.い    おこた.る    ,,,,,,,,,ケ    カイ    たわ.い    おこた.る    ,
懃,,courtesy ,17,,,,3923,,1,3345,3790,5869,キン    ゴン    ねんごろ    ,,,,,,,,,キン    ゴン    ねんごろ    ,
懆,,unease ,16,,,,3924,,1,,3791,586A,ソウ    ,,,,,,,,,ソウ    ,
憺,,"calm, quiet, move ",16,,,,3925,,1,,3792,586B,タン    ,,,,,,,,,タン    ,
懋,,"strive, flourish ",17,,,,3926,,1,,3793,586C,ボウ    し.げる    つと.める    ,,,,,,,,,ボウ    し.げる    つと.める    ,
罹,,"catch, get ",16,,,,3927,,1,,3794,586D,リ    ラ    かか.る    ,,,,,,,,,リ    ラ    かか.る    ,
懍,,"fear, tremble ",16,,,,3928,,1,,3795,586E,リン    ラン    ,,,,,,,,,リン    ラン    ,
懦,,"weakness, cowardice ",17,,,,3929,,1,,3796,586F,ダ    ジュ    ゼン    よわ.い    ,,,,,,,,,ダ    ジュ    ゼン    よわ.い    ,
懣,,"worry, agony, anger ",18,,,,3930,,1,,3797,5870,マン    モン    もだ.える    ,,,,,,,,,マン    モン    もだ.える    ,
懶,,"languid, be lazy, be negligent ",19,,,,3931,,1,,3798,5871,ラン    ライ    ものうい    おこたる    ,,,,,,,,,ラン    ライ    ものうい    おこたる    ,
懴,,remorse ,18,,,,3932,,1,,3800,5873,ザン    サン    くい.る    ,,,,,,,,,ザン    サン    くい.る    ,
懿,,"beautiful, splendid ",22,,,,3933,,1,,3801,5874,イ    よい    ,,,,,,,,,イ    よい    ,
懽,,rejoice ,20,,,,3934,,1,,3802,5875,カン    よろこ.ぶ    ,,,,,,,,,カン    よろこ.ぶ    ,
懼,,"fear, overawed ",21,,,,3935,,1,,3803,5876,ク    おそ.れる    ,,,,,,,,,ク    おそ.れる    ,
懾,,fear ,21,,,,3936,,1,,3804,5877,ショウ    おそ.れる    ,,,,,,,,,ショウ    おそ.れる    ,
戀,,"in love, yearn for, miss, darling ",23,,,,3937,,1,,3805,5878,レン    こ.う    こい    こい.しい    ,,,,,,,,,レン    こ.う    こい    こい.しい    ,
戈,,"halberd, arms, festival car, float ",4,,,,3938,,1,,3806,5879,カ    ほこ    ほこづくり    T2かのほこ    ,,,,,,,,,カ    ほこ    ほこづくり    T2かのほこ    ,
戉,,"warrior, arms, savage, Ainu ",5,,,,3939,,1,,3807,587A,ジュウ    エツ    えびす    まさかり    ,,,,,,,,,ジュウ    エツ    えびす    まさかり    ,
戍,,protection ,6,,,,3940,,1,,3808,587B,ジュ    シュ    まもり    まも.る    ,,,,,,,,,ジュ    シュ    まもり    まも.る    ,
戌,,"sign of the dog, 7-9PM, eleventh sign of Chinese zodiac ",6,,,,3941,,1,3245,3809,587C,ジュツ    いぬ    ,,,,,,,,,ジュツ    いぬ    ,
戔,,"damage, remain, slight ",8,,,,3942,,1,,3810,587D,セン    サン    ,,,,,,,,,セン    サン    ,
戛,,halberd ,11,,,,3943,,1,,3811,587E,カツ    ほこ    ,,,,,,,,,カツ    ほこ    ,
戞,,"lance, tap or strike lightly ",12,,,,3944,,1,,3812,5921,カツ    ほこ    ,,,,,,,,,カツ    ほこ    ,
戡,,victory ,13,,,,3945,,1,,3813,5922,カン    チン    かつ    さす    ,,,,,,,,,カン    チン    かつ    さす    ,
戮,,kill ,15,,,,3946,,1,2985,3815,5924,リク    リュウ    ロク    キョウ    ク    ころ.す    けず.る    ,,,,,,,,,リク    リュウ    ロク    キョウ    ク    ころ.す    けず.る    ,
戰,,"war, fighting, battle ",16,,,,3947,,1,,3816,5925,セン    いくさ    たたか.う    おのの.く    そよぐ    ,,,,,,,,,セン    いくさ    たたか.う    おのの.く    そよぐ    ,
戲,,"play, frolic, sport ",17,,,,3948,,1,,3817,5926,ギ    ゲ    たわむ.れる    たわむ.れ    ,,,,,,,,,ギ    ゲ    たわむ.れる    たわむ.れ    ,
戳,,"poke, prod ",18,,,,3949,,1,,3818,5927,タク    ,,,,,,,,,タク    ,
扁,,"level, small ",9,,,,3950,,1,2909,3819,5928,ヘン    ひらたい    ,,,,,,,,,ヘン    ひらたい    ,
扎,,"pull, tie up, prick, stab ",4,,,,3951,,1,,3820,5929,サツ    アツ    ,,,,,,,,,サツ    アツ    ,
扞,,restrain ,6,,,,3952,,1,,3821,592A,カン    ふせ.ぐ    ,,,,,,,,,カン    ふせ.ぐ    ,
扣,,"knock, strike, rap, tap, button ",6,,,,3953,,1,,3822,592B,コウ    たた.く    ひか.える    ,,,,,,,,,コウ    たた.く    ひか.える    ,
扛,,raise ,6,,,,3954,,1,,3823,592C,コウ    あ.げる    ,,,,,,,,,コウ    あ.げる    ,
扠,,"well, now ",6,,,,3955,,1,,3824,592D,サ    さて    さ.す    ,,,,,,,,,サ    さて    さ.す    ,
扨,,"well, now ",6,,,,3956,,1,,3825,592E,サ    さて    さ.す    ,,,,,,,,,サ    さて    さ.す    ,
扼,,"command, dominate, prevent, obstruct ",7,,,,3957,,1,,3826,592F,ヤク    アク    おさ.える    ,,,,,,,,,ヤク    アク    おさ.える    ,
抂,,disorder ,7,,,,3958,,1,,3827,5930,キョウ    ゴウ    ,,,,,,,,,キョウ    ゴウ    ,
找,,"look for, seek, make change ",7,,,,3959,,1,,3829,5932,ソウ    ,,,,,,,,,ソウ    ,
抒,,"tell, 10**24 ",7,,,,3960,,1,,3830,5933,ジョ    ショ    く.む    の.べる    ,,,,,,,,,ジョ    ショ    く.む    の.べる    ,
抓,,"pick, pinch, summarize ",7,,,,3961,,1,,3831,5934,ソウ    つ.ねる    つ.める    つね.る    つま.む    ,,,,,,,,,ソウ    つ.ねる    つ.める    つね.る    つま.む    ,
抖,,"shake, jiggle ",7,,,,3962,,1,,3832,5935,ト    トウ    ,,,,,,,,,ト    トウ    ,
拔,,"extract, pull out, pilfer, quote, remove, omit ",8,,,,3963,,1,,3833,5936,バツ    ハイ    ぬ.く    ぬ.ける    ぬ.かす    ぬ.かる    ,,,,,,,,,バツ    ハイ    ぬ.く    ぬ.ける    ぬ.かす    ぬ.かる    ,
抃,,strike with hand ,7,,,,3964,,1,,3834,5937,ベン    う.つ    ,,,,,,,,,ベン    う.つ    ,
抔,,and so forth ,7,,,,3965,,1,,3835,5938,ホウ    ハイ    など    すく.う    ,,,,,,,,,ホウ    ハイ    など    すく.う    ,
拗,,"crooked, twisted, distorted, perverted, cross ",8,,,,3966,,1,2529,3836,5939,オウ    ヨウ    イク    ユウ    ねじ.れる    こじ.れる    す.ねる    ねじ.ける    ,,,,,,,,,オウ    ヨウ    イク    ユウ    ねじ.れる    こじ.れる    す.ねる    ねじ.ける    ,
拑,,shut one's mouth ,8,,,,3967,,1,,3837,593A,カン    ケン    つぐ.む    ,,,,,,,,,カン    ケン    つぐ.む    ,
抻,,"stretch, extend ",8,,,,3968,,1,,3838,593B,シン    チン    ,,,,,,,,,シン    チン    ,
拏,,"catch, arrest ",9,,,,3969,,1,,3839,593C,ダ    ナ    つか.む    ひ.く    ,,,,,,,,,ダ    ナ    つか.む    ひ.く    ,
拿,,"catch, arrest ",10,,,,3970,,1,9999,3840,593D,ダ    ナ    つか.む    ひ.く    ,,,,,,,,,ダ    ナ    つか.む    ひ.く    ,
拆,,open ,8,,,,3971,,1,,3841,593E,タク    セキ    さく    ひらく    ,,,,,,,,,タク    セキ    さく    ひらく    ,
擔,,"carry, bear, undertake ",16,,,,3972,,1,,3842,593F,タン    かつ.ぐ    にな.う    ,,,,,,,,,タン    かつ.ぐ    にな.う    ,
拈,,"twirl, twist, twiddle, wring ",8,,,,3973,,1,,3843,5940,ネン    セン    デン    ひね.る    ,,,,,,,,,ネン    セン    デン    ひね.る    ,
拜,,"worship, adore, pray to ",9,,,,3974,,1,,3844,5941,ハイ    おが.む    おろが.む    ,,,,,,,,,ハイ    おが.む    おろが.む    ,
拌,,stir and mix ,8,,,,3975,,1,,3845,5942,ハン    ,,,,,,,,,ハン    ,
拊,,"slap, strike ",8,,,,3976,,1,,3846,5943,フ    は.る    うつ    な.でる    ,,,,,,,,,フ    は.る    うつ    な.でる    ,
拂,,"clear out, sweep away ",8,,,,3977,,1,,3847,5944,ヒツ    フツ    ホツ    はら.う    ,,,,,,,,,ヒツ    フツ    ホツ    はら.う    ,
拇,,thumb ,8,,,,3978,,1,,3848,5945,ボ    おやゆび    ,,,,,,,,,ボ    おやゆび    ,
抛,,hurl ,8,,,,3979,,1,,3849,5946,ホウ    なげう.つ    ,,,,,,,,,ホウ    なげう.つ    ,
拉,,"Latin, kidnap, crush ",8,,,,3980,,1,2298,3850,5947,ラツ    ラ    ロウ    らっ.する    ひし.ぐ    くだ.く    ,ラ,,,,,,,,ラツ    ラ    ロウ    らっ.する    ひし.ぐ    くだ.く    ,
挌,,"strike, hit, fight ",9,,,,3981,,1,,3851,5948,カク    う.つ    ,,,,,,,,,カク    う.つ    ,
拮,,be imminent ,9,,,,3982,,1,3000,3852,5949,カツ    ケツ    キツ    はた.らく    ,,,,,,,,,カツ    ケツ    キツ    はた.らく    ,
拱,,"arch, fold arms ",9,,,,3983,,1,,3853,594A,キョウ    コウ    こまぬ.く    こまね.く    ,,,,,,,,,キョウ    コウ    こまぬ.く    こまね.く    ,
挧,,"horse-chestnut tree, used in names, s&H jabberwocky words ",9,,,,3984,,1,,3854,594B,ウ    ,,,,,,,,,ウ    ,
挂,,hang ,9,,,,3985,,1,,3855,594C,ケイ    カイ    ケ    か.ける    ,,,,,,,,,ケイ    カイ    ケ    か.ける    ,
挈,,carry by hand ,10,,,,3986,,1,,3856,594D,ケイ    ケツ    ひっさ.げる    ,,,,,,,,,ケイ    ケツ    ひっさ.げる    ,
拯,,help ,9,,,,3987,,1,,3857,594E,ショウ    ジョウ    すく.う    ,,,,,,,,,ショウ    ジョウ    すく.う    ,
拵,,"make, prepare, arrange ",9,,,,3988,,1,,3858,594F,ソン    こしら.える    ,,,,,,,,,ソン    こしら.える    ,
捐,,throw away ,10,,,,3989,,1,,3859,5950,エン    す.てる    ,,,,,,,,,エン    す.てる    ,
挾,,"put between, insert, jam, get caught, sandwich ",10,,,,3990,,1,,3860,5951,キョウ    ショウ    はさ.む    はさ.まる    わきばさ.む    さしはさ.む    ,,,,,,,,,キョウ    ショウ    はさ.む    はさ.まる    わきばさ.む    さしはさ.む    Name Readings:  はざ    ,
捍,,"defend, protect ",10,,,,3991,,1,,3861,5952,カン    ふせ.ぐ    ,,,,,,,,,カン    ふせ.ぐ    ,
搜,,"search, seek, investigate ",13,,,,3992,,1,,3862,5953,ソウ    シュ    シュウ    さが.す    ,,,,,,,,,ソウ    シュ    シュウ    さが.す    ,
捏,,"knead, mix ",10,,,,3993,,1,2928,3863,5954,ネツ    テツ    ネチ    こ.ねる    ね.る    つく.ねる    ,,,,,,,,,ネツ    テツ    ネチ    こ.ねる    ね.る    つく.ねる    ,
掖,,"side (of body), carry under arm ",11,,,,3994,,1,,3864,5955,エキ    たす.ける    わきばさ.む    ,,,,,,,,,エキ    たす.ける    わきばさ.む    ,
掎,,"pull, hold back ",11,,,,3995,,1,,3865,5956,キ    ひ.く    ,,,,,,,,,キ    ひ.く    ,
掀,,"raise, hoist ",11,,,,3996,,1,,3866,5957,キン    ケン    ,,,,,,,,,キン    ケン    ,
掫,,var of N1924? ,11,,,,3997,,1,,3867,5958,ソウ    シュウ    まも.る    たきぎ    う.つ    ,,,,,,,,,ソウ    シュウ    まも.る    たきぎ    う.つ    ,
捶,,"strike, whip, slap ",11,,,,3998,,1,,3868,5959,スイ    むちう.つ    ,,,,,,,,,スイ    むちう.つ    ,
掣,,"pull back, restrain ",12,,,,3999,,1,,3869,595A,セイ    セツ    ひ.く    ,,,,,,,,,セイ    セツ    ひ.く    ,
掏,,pickpocket ,11,,,,4000,,1,,3870,595B,トウ    す.る    えら.ぶ    ,,,,,,,,,トウ    す.る    えら.ぶ    ,
掉,,shake & move ,11,,,,4001,,1,,3871,595C,トウ    チョウ    ふる.う    ,,,,,,,,,トウ    チョウ    ふる.う    ,
掵,,alluvial terraced land ,11,,,,4002,,1,,3873,595E,ハバ    ,,,,,,,,,ハバ    ,
捫,,to stroke ,11,,,,4003,,1,,3874,595F,モン    な.でる    ,,,,,,,,,モン    な.でる    ,
捩,,"screw, twist, wrench, distort ",10,,,,4004,,1,,3875,5960,レイ    レツ    よじ.る    ね.じる    ねじ.れる    も.じる    ,,,,,,,,,レイ    レツ    よじ.る    ね.じる    ねじ.れる    も.じる    ,
掾,,"help, subordinate official, obsolete government service rank ",12,,,,4005,,1,,3876,5961,エン    テン    じょう    ,,,,,,,,,エン    テン    じょう    ,
揩,,wipe ,12,,,,4006,,1,,3877,5962,カイ    カツ    ぬぐ.う    ,,,,,,,,,カイ    カツ    ぬぐ.う    ,
揀,,select ,12,,,,4007,,1,,3878,5963,カン    ケン    えら.ぶ    ,,,,,,,,,カン    ケン    えら.ぶ    ,
揆,,"category, plan, drumstick ",12,,,,4008,,1,,3879,5964,キ    はかりごと    はか.る    ,,,,,,,,,キ    はかりごと    はか.る    ,
揣,,conjecture ,12,,,,4009,,1,,3880,5965,シ    スイ    タン    はか.る    ,,,,,,,,,シ    スイ    タン    はか.る    ,
揉,,"rub, massage, shampoo, debate vigorously, train, coach, worry, get in trouble ",12,,,,4010,,1,2679,3881,5966,ジュウ    も.む    も.める    ,,,,,,,,,ジュウ    も.む    も.める    ,
插,,"insert, stick into, plant ",12,,,,4011,,1,,3882,5967,ソウ    さ.す    はさ.む    ,,,,,,,,,ソウ    さ.す    はさ.む    ,
揶,,"tease, play with ",12,,,,4012,,1,2631,3883,5968,ヤ    からか.う    ,,,,,,,,,ヤ    からか.う    ,
揄,,"pull, tease, play with ",12,,,,4013,,1,2632,3884,5969,ヨウ    ユウ    ユ    ,,,,,,,,,ヨウ    ユウ    ユ    ,
搖,,"wag, swing, wave, shake, scull ",13,,,,4014,,1,,3885,596A,ヨウ    ゆ.れる    ゆ.らぐ    ゆ.るぐ    ゆ.する    ゆ.さぶる    ゆ.すぶる    うご.く    ,,,,,,,,,ヨウ    ゆ.れる    ゆ.らぐ    ゆ.るぐ    ゆ.する    ゆ.さぶる    ゆ.すぶる    うご.く    ,
搴,,"take, hoist, pull out, shrink ",14,,,,4015,,1,,3886,596B,ケン    と.る    ぬ.く    ,,,,,,,,,ケン    と.る    ぬ.く    ,
